"","year","uni","set","theme","item","question","pos","rate"
"2861","2020","exeter","rg","teaching","interest","Staff have made the subject interesting",80.4,0.41
"2862","2020","exeter","rg","voice","valued","Staff value students’ views and opinions about the course",71.5,0.396666666666667
"2863","2020","exeter","rg","voice","theme_sum","Student Voice",72.4,1.28
"2864","2020","exeter","rg","teaching","stimulating","The course is intellectually stimulating",84.3,0.56
"2865","2020","exeter","rg","management","organised","The course is well organised and running smoothly",70.8,0.33
"2866","2020","exeter","rg","assessment","clear","The criteria used in marking have been clear in advance",51.9,0.12
"2867","2020","exeter","rg","resource","IT","The IT resources and facilities provided have supported my learning well",75.3,0.44
"2868","2020","exeter","rg","resource","library","The library resources (e.g. books, online services and learning spaces) have supported my learning well",83.5,0.556666666666667
"2869","2020","exeter","rg","teaching","theme_sum","The teaching on my course",80.9,1.82
"2870","2020","exeter","rg","management","timetable","The timetable works efficiently for me",83.2,0.54
"2871","2020","southampton","rg","acad_support","theme_sum","Academic support",80.5,1.21641791044776
"2872","2020","southampton","rg","management","comms","Any changes in the course or teaching have been communicated effectively",80.7,0.425373134328358
"2873","2020","southampton","rg","assess_feed","theme_sum","Assessment and feedback",72.4,1.25870646766169
"2874","2020","southampton","rg","assessment","timely","Feedback on my work has been timely",72.1,0.313432835820896
"2875","2020","southampton","rg","academic","choices","Good advice was available when I needed to make study choices on my course",72.8,0.328358208955224
"2876","2020","southampton","rg","community","staffstudent","I feel part of a community of staff and students",63.2,0.26865671641791
"2877","2020","southampton","rg","resource","access","I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",90.6,0.559701492537313
"2878","2020","southampton","rg","academic","contact","I have been able to contact staff when I needed to",91.4,0.509950248756219
"2879","2020","southampton","rg","voice","opportunity","I have had the right opportunities to provide feedback on my course",90.5,0.559701492537313
"2880","2020","southampton","rg","community","studentwork","I have had the right opportunities to work with other students as part of my course",88.9,0.504975124378109
"2881","2020","southampton","rg","academic","support","I have received helpful comments on my work",71,0.278606965174129
"2882","2020","southampton","rg","assessment","helpful","I have received helpful comments on my work",58.8,0.216417910447761
"2883","2020","southampton","rg","academic","choices","I have received sufficient advice and guidance in relation to my course",77,0.370646766169154
"2884","2020","southampton","rg","voice","acted_upon","It is clear how students’ feedback on the course has been acted on",70.6,0.323383084577114
"2885","2020","southampton","rg","community","theme_sum","Learning community",75.9,0.771144278606965
"2886","2020","southampton","rg","learnopp","theme_sum","Learning opportunities",76.8,1.17661691542289
"2887","2020","southampton","rg","resource","theme_sum","Learning resources",90.4,1.67661691542289
"2888","2020","southampton","rg","assessment","fair","Marking and assessment has been fair",72.1,0.303482587064677
"2889","2020","southampton","rg","teaching","challenge","My course has challenged me to achieve my best work",79.6,0.427860696517413
"2890","2020","southampton","rg","learnopp","apply","My course has provided me with opportunities to apply what I have learnt",64.4,0.288557213930348
"2891","2020","southampton","rg","learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",85.6,0.467661691542289
"2892","2020","southampton","rg","learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",80.5,0.420398009950249
"2893","2020","southampton","rg","management","theme_sum","Organisation and management",81.3,1.28358208955224
"2894","2020","southampton","rg","overall","satisfied","Overall satisfaction",87.4,0.485074626865672
"2895","2020","southampton","rg","teaching","explain","Staff are good at explaining things",91.1,0.41044776119403
"2896","2020","southampton","rg","teaching","interest","Staff have made the subject interesting",81.2,0.345771144278607
"2897","2020","southampton","rg","voice","valued","Staff value students’ views and opinions about the course",78.4,0.427860696517413
"2898","2020","southampton","rg","voice","theme_sum","Student Voice",79.9,1.31592039800995
"2899","2020","southampton","rg","teaching","stimulating","The course is intellectually stimulating",89.5,0.492537313432836
"2900","2020","southampton","rg","management","organised","The course is well organised and running smoothly",77.2,0.343283582089552
"2901","2020","southampton","rg","assessment","clear","The criteria used in marking have been clear in advance",74.4,0.353233830845771
"2902","2020","southampton","rg","resource","IT","The IT resources and facilities provided have supported my learning well",88,0.527363184079602
"2903","2020","southampton","rg","resource","library","The library resources (e.g. books, online services and learning spaces) have supported my learning well",92.6,0.587064676616915
"2904","2020","southampton","rg","teaching","theme_sum","The teaching on my course",85.2,1.67910447761194
"2905","2020","southampton","rg","management","timetable","The timetable works efficiently for me",86.4,0.514925373134328
"2906","2020","ucl","rg","acad_support","theme_sum","Academic support",NA,NA
"2907","2020","ucl","rg","management","comms","Any changes in the course or teaching have been communicated effectively",NA,NA
"2908","2020","ucl","rg","assess_feed","theme_sum","Assessment and feedback",NA,NA
"2909","2020","ucl","rg","assessment","timely","Feedback on my work has been timely",NA,NA
"2910","2020","ucl","rg","academic","choices","Good advice was available when I needed to make study choices on my course",NA,NA
"2911","2020","ucl","rg","community","staffstudent","I feel part of a community of staff and students",NA,NA
"2912","2020","ucl","rg","resource","access","I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",NA,NA
"2913","2020","ucl","rg","academic","contact","I have been able to contact staff when I needed to",NA,NA
"2914","2020","ucl","rg","voice","opportunity","I have had the right opportunities to provide feedback on my course",NA,NA
"2915","2020","ucl","rg","community","studentwork","I have had the right opportunities to work with other students as part of my course",NA,NA
"2916","2020","ucl","rg","academic","support","I have received helpful comments on my work",NA,NA
"2917","2020","ucl","rg","assessment","helpful","I have received helpful comments on my work",NA,NA
"2918","2020","ucl","rg","academic","choices","I have received sufficient advice and guidance in relation to my course",NA,NA
"2919","2020","ucl","rg","voice","acted_upon","It is clear how students’ feedback on the course has been acted on",NA,NA
"2920","2020","ucl","rg","community","theme_sum","Learning community",NA,NA
"2921","2020","ucl","rg","learnopp","theme_sum","Learning opportunities",NA,NA
"2922","2020","ucl","rg","resource","theme_sum","Learning resources",NA,NA
"2923","2020","ucl","rg","assessment","fair","Marking and assessment has been fair",NA,NA
"2924","2020","ucl","rg","teaching","challenge","My course has challenged me to achieve my best work",NA,NA
"2925","2020","ucl","rg","learnopp","apply","My course has provided me with opportunities to apply what I have learnt",NA,NA
"2926","2020","ucl","rg","learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",NA,NA
"2927","2020","ucl","rg","learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",NA,NA
